ticker,active,type,market_cap,primary_exchange,sic_description,list_date,name,description,total_employees,share_class_shares_outstanding,weighted_shares_outstanding
BRC,True,CS,3362294714.73,XNYS,MISCELLANEOUS MANUFACTURING INDUSTRIES,1984-06-29,Brady Corporation,"Brady Corp provides identification solutions and workplace safety products. The company offers identification and healthcare products that are sold under the Brady brand to maintenance, repair, and operations as well as original equipment manufacturing customers. Products include safety signs and labeling systems, material identification systems, wire identification, patient identification, and people identification. Brady also provides workplace safety and compliance products such as safety and compliance signs, asset tracking labels, and first-aid products. The company is organized and managed on a geographic basis with two reportable segments: Americas & Asia which derives maximum revenue, and Europe & Australia.",5660.0,44240000,47780229
BHF,True,CS,3341381429.7,XNAS,LIFE INSURANCE,2017-07-17,"Brighthouse Financial, Inc.","Brighthouse Financial Inc is a United States-based provider of annuity products and life insurance through independent distribution channels and marketing arrangements with distribution partners. Its segments are Annuities, Life, Run-off and Corporate and Other. It derives a majority of the revenue from the Annuities segment which includes variable, fixed, index-linked, and income annuities. The life segment includes variable, term, universal, and whole life policies.",1400.0,58060000,58060494
UCB,True,CS,3313059523.4,XNYS,STATE COMMERCIAL BANKS,2002-03-21,"United Community Banks, Inc.","United Community Banks Inc is a bank holding company that operates through its wholly-owned subsidiary, Union Community Bank. The bank has scores of offices throughout portions of Georgia, Tennessee, and the Carolinas. It has traditionally grown through the organic growth of existing offices and de novo locations, complemented by selective acquisitions. United conducts substantially all of its operations through a community-focused operating model of separate community banks. The community banks offer a full range of retail and corporate banking services, including checking, savings, and time deposit accounts, as well as secured and unsecured loans, wire transfers, brokerage services, and other financial services. The bank's loan portfolio is well-diversified but predominantly commercial.",3071.0,119180000,119174803
AVA,True,CS,3292662839.67,XNYS,ELECTRIC & OTHER SERVICES COMBINED,1987-11-16,Avista Corporation,"Avista Corp is an electric and natural gas utility company. The company has two business segments including Avista Utilities, which provides electric distribution and transmission, and natural gas distribution services in parts of eastern Washington and northern Idaho, and also provides natural gas distribution service in parts of northeastern and southwestern Oregon. Avista Utilities has electric generating facilities in Washington, Idaho, Oregon, and Montana. AEL&P is a regulated utility providing electric services in Juneau, Alaska that is a wholly-owned subsidiary and the primary operating subsidiary of AERC.",1950.0,80290000,80289267
WDFC,True,CS,3274775029.04,XNAS,MISCELLANEOUS CHEMICAL PRODUCTS,1973-05-03,Wd-40 Co,"WD-40 Co manufactures and sells lubricants and cleaning products. The firm's product categories include maintenance and cleaning products. Maintenance products include the WD-40 signature brand aerosol spray lubricant as well as degreasers, rust removers, and bicycle maintenance products. Cleaning products include toilet cleaners, carpet stain removers and deodorizers, and heavy-duty hand soaps used to clean grease. The company organizes itself into three segments based on geography: Americas, Europe/Middle East/Africa, and Asia-Pacific. The majority of the company's revenue comes from the Americas segment, which includes the United States, Canada, and Latin America.",644.0,13540000,13541081
AG,True,CS,3272450657.8399997,XNYS,,1994-04-06,FIRST MAJESTIC SILVER CORP,"First Majestic Silver Corp is engaged in the production, development, exploration, and acquisition of mineral properties with a focus on silver and gold production in North America. It owns three producing mines in Mexico consisting of the San Dimas Silver/Gold Mine, the Santa Elena Silver/Gold Mine, and the La Encantada Silver Mine.",3746.0,484090000,484090334
BSM,True,CS,3215628937.6800003,XNYS,CRUDE PETROLEUM & NATURAL GAS,2015-05-01,"Black Stone Minerals, L.P.","Black Stone Minerals LP is an oil and natural gas mineral company. It owns oil and natural gas mineral interests, which makes up the majority of its asset base. Its business is actively managing an existing portfolio of mineral and royalty assets to maximize its value and expanding asset base through acquisitions of additional mineral and royalty interests.",123.0,211140000,211137816
BNL,True,CS,3208197404.58,XNYS,REAL ESTATE INVESTMENT TRUSTS,2020-09-17,"Broadstone Net Lease, Inc.","Broadstone Net Lease Inc is an internally managed real estate investment trust that invests in, owns, and manages single-tenant commercial real estate properties that are net leased on a long-term basis to a diversified group of tenants. The company has selectively invested in net leased assets in the industrial, healthcare, restaurant, retail, and office property types. The company focuses on investing in real estate that is operated by creditworthy single tenants in industries characterized by positive business drivers and trends. The company targets properties that are an integral part of the tenants' businesses and are therefore opportunities to secure long-term net leases.",73.0,189050000,189051114
BOOT,True,CS,3186870101.58,XNYS,RETAIL-SHOE STORES,2014-10-30,"Boot Barn Holdings, Inc.","Boot Barn Holdings Inc operates specialty retail stores. The company sells western and work-related footwear, apparel, and accessories in the United States. It is a single operating segment, which includes net sales generated from its retail stores and e-commerce websites.",11300.0,30590000,30592974
BTSG,True,CS,3154777722.1800003,XNAS,SERVICES-HOME HEALTH CARE SERVICES,2024-01-26,"BrightSpring Health Services, Inc. Common Stock","BrightSpring Health Services Inc is a home and community-based healthcare services platform, focused on delivering complementary pharmacy and provider services to complex patients. Its platform delivers clinical services and pharmacy solutions across Medicare, Medicaid, and commercially insured populations. Its segments include Pharmacy Solutions, Provider Services and others. It generates the majority of its revenue from the Pharmacy Solutions segment.",600.0,174970000,174973806
ALIT,True,CS,3153399290.08,XNYS,"SERVICES-BUSINESS SERVICES, NEC",2021-07-06,"Alight, Inc.","Alight Inc is a technology-enabled services company delivering human capital management solutions to many of complex organizations. This includes the implementation and administration of employee benefits (e.g., health, wealth and leaves benefits) solutions, currently operates under one reportable segment, Employer Solutions. The Company completed the Divestiture of Alight's Professional Services segment and Alight's Payroll & HCM Outsourcing business within the Employer Solutions segment. The company operates in USA states and International market too.",9500.0,532669999,532668799
